3.000000,0.200000,999.000000
4.000000,0.200000,999.000000
5.000000,0.200000,999.000000
6.000000,0.200000,999.000000
7.000000,0.200000,999.000000
8.000000,0.200000,999.000000
9.000000,0.200000,999.000000
10.000000,0.200000,999.000000
3.000000,0.210000,999.000000
4.000000,0.210000,999.000000
5.000000,0.210000,999.000000
6.000000,0.210000,999.000000
7.000000,0.210000,999.000000
8.000000,0.210000,999.000000
9.000000,0.210000,999.000000
10.000000,0.210000,999.000000
3.000000,0.220000,999.000000
4.000000,0.220000,999.000000
5.000000,0.220000,999.000000
6.000000,0.220000,999.000000
7.000000,0.220000,999.000000
8.000000,0.220000,999.000000
9.000000,0.220000,999.000000
10.000000,0.220000,999.000000
3.000000,0.230000,999.000000
4.000000,0.230000,999.000000
5.000000,0.230000,999.000000
6.000000,0.230000,999.000000
7.000000,0.230000,999.000000
8.000000,0.230000,999.000000
9.000000,0.230000,999.000000
10.000000,0.230000,999.000000
3.000000,0.240000,999.000000
4.000000,0.240000,999.000000
5.000000,0.240000,999.000000
6.000000,0.240000,999.000000
7.000000,0.240000,999.000000
8.000000,0.240000,999.000000
9.000000,0.240000,999.000000
10.000000,0.240000,999.000000
3.000000,0.250000,999.000000
4.000000,0.250000,999.000000
5.000000,0.250000,999.000000
6.000000,0.250000,999.000000
7.000000,0.250000,999.000000
8.000000,0.250000,999.000000
9.000000,0.250000,999.000000
10.000000,0.250000,999.000000
3.000000,0.260000,999.000000
4.000000,0.260000,999.000000
5.000000,0.260000,999.000000
6.000000,0.260000,999.000000
7.000000,0.260000,999.000000
8.000000,0.260000,999.000000
9.000000,0.260000,999.000000
10.000000,0.260000,999.000000
3.000000,0.270000,999.000000
4.000000,0.270000,999.000000
5.000000,0.270000,999.000000
6.000000,0.270000,999.000000
7.000000,0.270000,999.000000
8.000000,0.270000,999.000000
9.000000,0.270000,999.000000
10.000000,0.270000,999.000000
3.000000,0.280000,999.000000
4.000000,0.280000,999.000000
5.000000,0.280000,999.000000
6.000000,0.280000,999.000000
7.000000,0.280000,999.000000
8.000000,0.280000,999.000000
9.000000,0.280000,999.000000
10.000000,0.280000,999.000000
3.000000,0.290000,999.000000
4.000000,0.290000,999.000000
5.000000,0.290000,999.000000
6.000000,0.290000,999.000000
7.000000,0.290000,999.000000
8.000000,0.290000,999.000000
9.000000,0.290000,999.000000
10.000000,0.290000,999.000000
3.000000,0.300000,999.000000
4.000000,0.300000,999.000000
5.000000,0.300000,999.000000
6.000000,0.300000,999.000000
7.000000,0.300000,999.000000
8.000000,0.300000,999.000000
9.000000,0.300000,999.000000
10.000000,0.300000,999.000000
3.000000,0.310000,999.000000
4.000000,0.310000,999.000000
5.000000,0.310000,999.000000
6.000000,0.310000,999.000000
7.000000,0.310000,999.000000
8.000000,0.310000,999.000000
9.000000,0.310000,999.000000
10.000000,0.310000,999.000000
3.000000,0.320000,29.913945
4.000000,0.320000,999.000000
5.000000,0.320000,999.000000
6.000000,0.320000,999.000000
7.000000,0.320000,999.000000
8.000000,0.320000,999.000000
