Span Loc(m)	Chord(m)	IB Height(m)	IB Width(m)	Web Height(m)	Web Width(m)	IB Area(m2)	Moment(Nm)	Wing Weight(N/m)
2.472000	0.452002	0.033900	0.060116	0.029265	0.001000	0.000308	205.925654	16.616960
2.474000	0.451884	0.033891	0.060101	0.029264	0.001000	0.000307	205.528687	16.600493
2.476000	0.451765	0.033882	0.060085	0.029263	0.001000	0.000307	205.132163	16.584042
2.478000	0.451646	0.033873	0.060069	0.029261	0.001000	0.000306	204.736080	16.567607
2.480000	0.451528	0.033865	0.060053	0.029260	0.001000	0.000306	204.340440	16.551187
2.482000	0.451409	0.033856	0.060037	0.029259	0.001000	0.000305	203.945243	16.534782
2.484000	0.451290	0.033847	0.060022	0.029257	0.001000	0.000305	203.550487	16.518393
2.486000	0.451171	0.033838	0.060006	0.029256	0.001000	0.000304	203.156174	16.502020
2.488000	0.451051	0.033829	0.059990	0.029255	0.001000	0.000304	202.762302	16.485662
2.490000	0.450932	0.033820	0.059974	0.029253	0.001000	0.000303	202.368872	16.469320
2.492000	0.450813	0.033811	0.059958	0.029252	0.001000	0.000303	201.975884	16.452992
2.494000	0.450693	0.033802	0.059942	0.029250	0.001000	0.000302	201.583338	16.436681
2.496000	0.450573	0.033793	0.059926	0.029249	0.001000	0.000302	201.191232	16.420384
2.498000	0.450453	0.033784	0.059910	0.029248	0.001000	0.000301	200.799568	16.404103
2.500000	0.450333	0.033775	0.059894	0.029246	0.001000	0.000301	200.408346	16.387837
2.502000	0.450213	0.033766	0.059878	0.029245	0.001000	0.000300	200.017564	16.371587
2.504000	0.450093	0.033757	0.059862	0.029243	0.001000	0.000299	199.627223	16.355352
2.506000	0.449972	0.033748	0.059846	0.029242	0.001000	0.000299	199.237323	16.339132
2.508000	0.449852	0.033739	0.059830	0.029240	0.001000	0.000298	198.847864	16.322927
2.510000	0.449731	0.033730	0.059814	0.029238	0.001000	0.000298	198.458845	16.306737
2.512000	0.449610	0.033721	0.059798	0.029237	0.001000	0.000297	198.070267	16.290563
2.514000	0.449489	0.033712	0.059782	0.029235	0.001000	0.000297	197.682129	16.274404
2.516000	0.449368	0.033703	0.059766	0.029234	0.001000	0.000296	197.294432	16.258260
2.518000	0.449247	0.033694	0.059750	0.029232	0.001000	0.000296	196.907174	16.242131
2.520000	0.449126	0.033684	0.059734	0.029230	0.001000	0.000295	196.520357	16.226017
2.522000	0.449004	0.033675	0.059718	0.029229	0.001000	0.000295	196.133979	16.209918
2.524000	0.448883	0.033666	0.059701	0.029227	0.001000	0.000294	195.748042	16.193834
2.526000	0.448761	0.033657	0.059685	0.029225	0.001000	0.000294	195.362543	16.177765
2.528000	0.448639	0.033648	0.059669	0.029223	0.001000	0.000293	194.977485	16.161711
2.530000	0.448517	0.033639	0.059653	0.029222	0.001000	0.000293	194.592865	16.145672
2.532000	0.448395	0.033630	0.059637	0.029220	0.001000	0.000292	194.208686	16.129649
2.534000	0.448273	0.033620	0.059620	0.029218	0.001000	0.000292	193.824945	16.113640
2.536000	0.448151	0.033611	0.059604	0.029216	0.001000	0.000291	193.441643	16.097646
2.538000	0.448028	0.033602	0.059588	0.029215	0.001000	0.000291	193.058780	16.081666
2.540000	0.447906	0.033593	0.059571	0.029213	0.001000	0.000290	192.676356	16.065702
2.542000	0.447783	0.033584	0.059555	0.029211	0.001000	0.000290	192.294371	16.049753
2.544000	0.447660	0.033575	0.059539	0.029209	0.001000	0.000289	191.912824	16.033818
2.546000	0.447537	0.033565	0.059522	0.029207	0.001000	0.000289	191.531716	16.017898
2.548000	0.447414	0.033556	0.059506	0.029205	0.001000	0.000288	191.151046	16.001993
2.550000	0.447291	0.033547	0.059490	0.029203	0.001000	0.000288	190.770814	15.986103
2.552000	0.447167	0.033538	0.059473	0.029201	0.001000	0.000287	190.391020	15.970227
2.554000	0.447044	0.033528	0.059457	0.029199	0.001000	0.000287	190.011665	15.954367
2.556000	0.446920	0.033519	0.059440	0.029197	0.001000	0.000286	189.632747	15.938520
2.558000	0.446796	0.033510	0.059424	0.029195	0.001000	0.000286	189.254266	15.922689
2.560000	0.446672	0.033500	0.059407	0.029193	0.001000	0.000285	188.876224	15.906872
2.562000	0.446548	0.033491	0.059391	0.029191	0.001000	0.000285	188.498619	15.891070
2.564000	0.446424	0.033482	0.059374	0.029189	0.001000	0.000284	188.121451	15.875282
2.566000	0.446300	0.033472	0.059358	0.029187	0.001000	0.000284	187.744721	15.859509
2.568000	0.446175	0.033463	0.059341	0.029185	0.001000	0.000283	187.368427	15.843751
2.570000	0.446051	0.033454	0.059325	0.029183	0.001000	0.000283	186.992571	15.828007
2.572000	0.445926	0.033444	0.059308	0.029181	0.001000	0.000282	186.617151	15.812278
2.574000	0.445801	0.033435	0.059292	0.029179	0.001000	0.000282	186.242168	15.796563
2.576000	0.445676	0.033426	0.059275	0.029177	0.001000	0.000281	185.867622	15.780862
2.578000	0.445551	0.033416	0.059258	0.029174	0.001000	0.000281	185.493513	15.765176
2.580000	0.445426	0.033407	0.059242	0.029172	0.001000	0.000280	185.119839	15.749505
2.582000	0.445301	0.033398	0.059225	0.029170	0.001000	0.000280	184.746602	15.733848
2.584000	0.445175	0.033388	0.059208	0.029168	0.001000	0.000279	184.373801	15.718205
2.586000	0.445050	0.033379	0.059192	0.029165	0.001000	0.000279	184.001436	15.702577
2.588000	0.444924	0.033369	0.059175	0.029163	0.001000	0.000278	183.629507	15.686963
2.590000	0.444798	0.033360	0.059158	0.029161	0.001000	0.000278	183.258014	15.671363
2.592000	0.444672	0.033350	0.059141	0.029159	0.001000	0.000277	182.886957	15.655778
2.594000	0.444546	0.033341	0.059125	0.029156	0.001000	0.000277	182.516335	15.640207
2.596000	0.444419	0.033331	0.059108	0.029154	0.001000	0.000276	182.146148	15.624650
2.598000	0.444293	0.033322	0.059091	0.029152	0.001000	0.000276	181.776396	15.609108
2.600000	0.444166	0.033312	0.059074	0.029149	0.001000	0.000275	181.407080	15.593579
2.602000	0.444040	0.033303	0.059057	0.029147	0.001000	0.000275	181.038199	15.578065
2.604000	0.443913	0.033293	0.059040	0.029144	0.001000	0.000274	180.669753	15.562565
2.606000	0.443786	0.033284	0.059024	0.029142	0.001000	0.000274	180.301741	15.547080
2.608000	0.443659	0.033274	0.059007	0.029139	0.001000	0.000273	179.934164	15.531608
2.610000	0.443532	0.033265	0.058990	0.029137	0.001000	0.000273	179.567022	15.516151
2.612000	0.443404	0.033255	0.058973	0.029135	0.001000	0.000272	179.200314	15.500707
2.614000	0.443277	0.033246	0.058956	0.029132	0.001000	0.000272	178.834040	15.485278
2.616000	0.443149	0.033236	0.058939	0.029129	0.001000	0.000271	178.468201	15.469863
2.618000	0.443021	0.033227	0.058922	0.029127	0.001000	0.000271	178.102795	15.454462
2.620000	0.442893	0.033217	0.058905	0.029124	0.001000	0.000270	177.737823	15.439074
2.622000	0.442765	0.033207	0.058888	0.029122	0.001000	0.000270	177.373286	15.423701
2.624000	0.442637	0.033198	0.058871	0.029119	0.001000	0.000269	177.009181	15.408342
2.626000	0.442509	0.033188	0.058854	0.029117	0.001000	0.000269	176.645511	15.392997
2.628000	0.442381	0.033179	0.058837	0.029114	0.001000	0.000268	176.282273	15.377666
2.630000	0.442252	0.033169	0.058820	0.029111	0.001000	0.000268	175.919469	15.362348
2.632000	0.442123	0.033159	0.058802	0.029109	0.001000	0.000267	175.557099	15.347045
2.634000	0.441994	0.033150	0.058785	0.029106	0.001000	0.000267	175.195161	15.331755
2.636000	0.441865	0.033140	0.058768	0.029103	0.001000	0.000266	174.833656	15.316480
2.638000	0.441736	0.033130	0.058751	0.029101	0.001000	0.000266	174.472584	15.301218
2.640000	0.441607	0.033121	0.058734	0.029098	0.001000	0.000265	174.111944	15.285970
2.642000	0.441478	0.033111	0.058717	0.029095	0.001000	0.000265	173.751737	15.270736
2.644000	0.441348	0.033101	0.058699	0.029092	0.001000	0.000264	173.391963	15.255515
2.646000	0.441219	0.033091	0.058682	0.029089	0.001000	0.000264	173.032620	15.240308
2.648000	0.441089	0.033082	0.058665	0.029087	0.001000	0.000263	172.673710	15.225115
2.650000	0.440959	0.033072	0.058648	0.029084	0.001000	0.000263	172.315232	15.209936
2.652000	0.440829	0.033062	0.058630	0.029081	0.001000	0.000262	171.957185	15.194771
2.654000	0.440698	0.033052	0.058613	0.029078	0.001000	0.000262	171.599571	15.179619
2.656000	0.440568	0.033043	0.058596	0.029075	0.001000	0.000262	171.242388	15.164481
2.658000	0.440438	0.033033	0.058578	0.029072	0.001000	0.000261	170.885637	15.149356
2.660000	0.440307	0.033023	0.058561	0.029069	0.001000	0.000261	170.529316	15.134245
2.662000	0.440176	0.033013	0.058543	0.029066	0.001000	0.000260	170.173428	15.119148
2.664000	0.440045	0.033003	0.058526	0.029063	0.001000	0.000260	169.817970	15.104064
2.666000	0.439914	0.032994	0.058509	0.029060	0.001000	0.000259	169.462943	15.088994
2.668000	0.439783	0.032984	0.058491	0.029058	0.001000	0.000259	169.108347	15.073937
2.670000	0.439652	0.032974	0.058474	0.029054	0.001000	0.000258	168.754182	15.058894
2.672000	0.439520	0.032964	0.058456	0.029051	0.001000	0.000258	168.400448	15.043864
2.674000	0.439389	0.032954	0.058439	0.029048	0.001000	0.000257	168.047144	15.028848
2.676000	0.439257	0.032944	0.058421	0.029045	0.001000	0.000257	167.694270	15.013845
2.678000	0.439125	0.032934	0.058404	0.029042	0.001000	0.000256	167.341826	14.998856
2.680000	0.438993	0.032925	0.058386	0.029039	0.001000	0.000256	166.989813	14.983880
2.682000	0.438861	0.032915	0.058369	0.029036	0.001000	0.000255	166.638230	14.968918
2.684000	0.438729	0.032905	0.058351	0.029033	0.001000	0.000255	166.287076	14.953969
2.686000	0.438597	0.032895	0.058333	0.029030	0.001000	0.000254	165.936352	14.939033
2.688000	0.438464	0.032885	0.058316	0.029027	0.001000	0.000254	165.586058	14.924111
2.690000	0.438331	0.032875	0.058298	0.029023	0.001000	0.000254	165.236193	14.909202
2.692000	0.438198	0.032865	0.058280	0.029020	0.001000	0.000253	164.886757	14.894306
2.694000	0.438066	0.032855	0.058263	0.029017	0.001000	0.000253	164.537751	14.879424
2.696000	0.437932	0.032845	0.058245	0.029014	0.001000	0.000252	164.189173	14.864555
2.698000	0.437799	0.032835	0.058227	0.029010	0.001000	0.000252	163.841025	14.849699
2.700000	0.437666	0.032825	0.058210	0.029007	0.001000	0.000251	163.493305	14.834856
2.702000	0.437532	0.032815	0.058192	0.029004	0.001000	0.000251	163.146014	14.820027
2.704000	0.437399	0.032805	0.058174	0.029001	0.001000	0.000250	162.799152	14.805210
2.706000	0.437265	0.032795	0.058156	0.028997	0.001000	0.000250	162.452717	14.790407
2.708000	0.437131	0.032785	0.058138	0.028994	0.001000	0.000249	162.106712	14.775617
2.710000	0.436997	0.032775	0.058121	0.028990	0.001000	0.000249	161.761134	14.760841
2.712000	0.436863	0.032765	0.058103	0.028987	0.001000	0.000248	161.415984	14.746077
2.714000	0.436728	0.032755	0.058085	0.028984	0.001000	0.000248	161.071262	14.731326
2.716000	0.436594	0.032745	0.058067	0.028980	0.001000	0.000248	160.726968	14.716589
2.718000	0.436459	0.032734	0.058049	0.028977	0.001000	0.000247	160.383102	14.701864
2.720000	0.436324	0.032724	0.058031	0.028973	0.001000	0.000247	160.039663	14.687153
2.722000	0.436189	0.032714	0.058013	0.028970	0.001000	0.000246	159.696651	14.672455
2.724000	0.436054	0.032704	0.057995	0.028966	0.001000	0.000246	159.354066	14.657769
2.726000	0.435919	0.032694	0.057977	0.028963	0.001000	0.000245	159.011909	14.643097
2.728000	0.435784	0.032684	0.057959	0.028959	0.001000	0.000245	158.670179	14.628437
2.730000	0.435648	0.032674	0.057941	0.028956	0.001000	0.000244	158.328875	14.613791
2.732000	0.435513	0.032663	0.057923	0.028952	0.001000	0.000244	157.987998	14.599157
2.734000	0.435377	0.032653	0.057905	0.028949	0.001000	0.000243	157.647548	14.584537
2.736000	0.435241	0.032643	0.057887	0.028945	0.001000	0.000243	157.307524	14.569929
2.738000	0.435105	0.032633	0.057869	0.028941	0.001000	0.000243	156.967926	14.555334
2.740000	0.434969	0.032623	0.057851	0.028938	0.001000	0.000242	156.628754	14.540752
2.742000	0.434832	0.032612	0.057833	0.028934	0.001000	0.000242	156.290009	14.526183
2.744000	0.434696	0.032602	0.057815	0.028930	0.001000	0.000241	155.951689	14.511626
2.746000	0.434559	0.032592	0.057796	0.028927	0.001000	0.000241	155.613795	14.497083
2.748000	0.434423	0.032582	0.057778	0.028923	0.001000	0.000240	155.276327	14.482552
2.750000	0.434286	0.032571	0.057760	0.028919	0.001000	0.000240	154.939284	14.468034
2.752000	0.434149	0.032561	0.057742	0.028915	0.001000	0.000239	154.602667	14.453528
2.754000	0.434011	0.032551	0.057724	0.028912	0.001000	0.000239	154.266474	14.439036
2.756000	0.433874	0.032541	0.057705	0.028908	0.001000	0.000239	153.930707	14.424556
2.758000	0.433737	0.032530	0.057687	0.028904	0.001000	0.000238	153.595365	14.410088
2.760000	0.433599	0.032520	0.057669	0.028900	0.001000	0.000238	153.260448	14.395634
2.762000	0.433461	0.032510	0.057650	0.028896	0.001000	0.000237	152.925955	14.381192
2.764000	0.433323	0.032499	0.057632	0.028893	0.001000	0.000237	152.591887	14.366763
2.766000	0.433185	0.032489	0.057614	0.028889	0.001000	0.000236	152.258243	14.352346
2.768000	0.433047	0.032479	0.057595	0.028885	0.001000	0.000236	151.925023	14.337942
2.770000	0.432909	0.032468	0.057577	0.028881	0.001000	0.000235	151.592228	14.323550
2.772000	0.432770	0.032458	0.057558	0.028877	0.001000	0.000235	151.259856	14.309171
2.774000	0.432632	0.032447	0.057540	0.028873	0.001000	0.000235	150.927909	14.294805
2.776000	0.432493	0.032437	0.057522	0.028869	0.001000	0.000234	150.596385	14.280451
2.778000	0.432354	0.032427	0.057503	0.028865	0.001000	0.000234	150.265285	14.266109
2.780000	0.432215	0.032416	0.057485	0.028861	0.001000	0.000233	149.934608	14.251781
2.782000	0.432076	0.032406	0.057466	0.028857	0.001000	0.000233	149.604354	14.237464
2.784000	0.431936	0.032395	0.057448	0.028853	0.001000	0.000232	149.274524	14.223160
2.786000	0.431797	0.032385	0.057429	0.028849	0.001000	0.000232	148.945117	14.208868
2.788000	0.431657	0.032374	0.057410	0.028845	0.001000	0.000231	148.616132	14.194589
2.790000	0.431517	0.032364	0.057392	0.028841	0.001000	0.000231	148.287571	14.180322
2.792000	0.431377	0.032353	0.057373	0.028837	0.001000	0.000231	147.959432	14.166068
2.794000	0.431237	0.032343	0.057355	0.028832	0.001000	0.000230	147.631716	14.151826
2.796000	0.431097	0.032332	0.057336	0.028828	0.001000	0.000230	147.304421	14.137596
2.798000	0.430957	0.032322	0.057317	0.028824	0.001000	0.000229	146.977550	14.123379
2.800000	0.430816	0.032311	0.057299	0.028820	0.001000	0.000229	146.651100	14.109173
2.802000	0.430675	0.032301	0.057280	0.028816	0.001000	0.000228	146.325072	14.094981
2.804000	0.430535	0.032290	0.057261	0.028812	0.001000	0.000228	145.999466	14.080800
2.806000	0.430394	0.032280	0.057242	0.028807	0.001000	0.000228	145.674282	14.066632
2.808000	0.430253	0.032269	0.057224	0.028803	0.001000	0.000227	145.349519	14.052476
2.810000	0.430111	0.032258	0.057205	0.028799	0.001000	0.000227	145.025177	14.038332
2.812000	0.429970	0.032248	0.057186	0.028794	0.001000	0.000226	144.701257	14.024200
2.814000	0.429828	0.032237	0.057167	0.028790	0.001000	0.000226	144.377758	14.010080
2.816000	0.429687	0.032227	0.057148	0.028786	0.001000	0.000225	144.054680	13.995973
2.818000	0.429545	0.032216	0.057129	0.028781	0.001000	0.000225	143.732023	13.981878
2.820000	0.429403	0.032205	0.057111	0.028777	0.001000	0.000225	143.409786	13.967795
2.822000	0.429261	0.032195	0.057092	0.028773	0.001000	0.000224	143.087971	13.953724
2.824000	0.429118	0.032184	0.057073	0.028768	0.001000	0.000224	142.766575	13.939665
2.826000	0.428976	0.032173	0.057054	0.028764	0.001000	0.000223	142.445600	13.925618
2.828000	0.428833	0.032163	0.057035	0.028759	0.001000	0.000223	142.125045	13.911583
2.830000	0.428691	0.032152	0.057016	0.028755	0.001000	0.000222	141.804910	13.897560
2.832000	0.428548	0.032141	0.056997	0.028751	0.001000	0.000222	141.485194	13.883550
2.834000	0.428405	0.032130	0.056978	0.028746	0.001000	0.000222	141.165899	13.869551
2.836000	0.428262	0.032120	0.056959	0.028742	0.001000	0.000221	140.847023	13.855564
2.838000	0.428118	0.032109	0.056940	0.028737	0.001000	0.000221	140.528567	13.841589
2.840000	0.427975	0.032098	0.056921	0.028732	0.001000	0.000220	140.210529	13.827626
2.842000	0.427831	0.032087	0.056902	0.028728	0.001000	0.000220	139.892911	13.813675
2.844000	0.427687	0.032077	0.056882	0.028723	0.001000	0.000219	139.575712	13.799736
2.846000	0.427544	0.032066	0.056863	0.028719	0.001000	0.000219	139.258932	13.785809
2.848000	0.427399	0.032055	0.056844	0.028714	0.001000	0.000219	138.942571	13.771894
2.850000	0.427255	0.032044	0.056825	0.028709	0.001000	0.000218	138.626628	13.757991
2.852000	0.427111	0.032033	0.056806	0.028705	0.001000	0.000218	138.311104	13.744099
2.854000	0.426966	0.032022	0.056787	0.028700	0.001000	0.000217	137.995998	13.730219
2.856000	0.426822	0.032012	0.056767	0.028695	0.001000	0.000217	137.681310	13.716351
2.858000	0.426677	0.032001	0.056748	0.028691	0.001000	0.000217	137.367041	13.702495
2.860000	0.426532	0.031990	0.056729	0.028686	0.001000	0.000216	137.053189	13.688651
2.862000	0.426387	0.031979	0.056709	0.028681	0.001000	0.000216	136.739755	13.674818
2.864000	0.426241	0.031968	0.056690	0.028676	0.001000	0.000215	136.426738	13.660997
2.866000	0.426096	0.031957	0.056671	0.028672	0.001000	0.000215	136.114139	13.647188
2.868000	0.425950	0.031946	0.056651	0.028667	0.001000	0.000214	135.801957	13.633391
2.870000	0.425805	0.031935	0.056632	0.028662	0.001000	0.000214	135.490193	13.619605
2.872000	0.425659	0.031924	0.056613	0.028657	0.001000	0.000214	135.178845	13.605831
2.874000	0.425513	0.031913	0.056593	0.028652	0.001000	0.000213	134.867915	13.592068
2.876000	0.425367	0.031902	0.056574	0.028647	0.001000	0.000213	134.557401	13.578318
2.878000	0.425220	0.031892	0.056554	0.028643	0.001000	0.000212	134.247304	13.564578
2.880000	0.425074	0.031881	0.056535	0.028638	0.001000	0.000212	133.937623	13.550851
2.882000	0.424927	0.031870	0.056515	0.028633	0.001000	0.000212	133.628359	13.537135
2.884000	0.424780	0.031859	0.056496	0.028628	0.001000	0.000211	133.319510	13.523430
2.886000	0.424633	0.031848	0.056476	0.028623	0.001000	0.000211	133.011078	13.509737
2.888000	0.424486	0.031836	0.056457	0.028618	0.001000	0.000210	132.703062	13.496056
2.890000	0.424339	0.031825	0.056437	0.028613	0.001000	0.000210	132.395461	13.482386
2.892000	0.424192	0.031814	0.056417	0.028608	0.001000	0.000210	132.088276	13.468728
2.894000	0.424044	0.031803	0.056398	0.028603	0.001000	0.000209	131.781507	13.455081
2.896000	0.423896	0.031792	0.056378	0.028598	0.001000	0.000209	131.475153	13.441445
2.898000	0.423749	0.031781	0.056359	0.028593	0.001000	0.000208	131.169214	13.427821
2.900000	0.423601	0.031770	0.056339	0.028587	0.001000	0.000208	130.863690	13.414209
2.902000	0.423452	0.031759	0.056319	0.028582	0.001000	0.000207	130.558580	13.400608
2.904000	0.423304	0.031748	0.056299	0.028577	0.001000	0.000207	130.253886	13.387018
2.906000	0.423156	0.031737	0.056280	0.028572	0.001000	0.000207	129.949606	13.373439
2.908000	0.423007	0.031726	0.056260	0.028567	0.001000	0.000206	129.645741	13.359872
2.910000	0.422858	0.031714	0.056240	0.028562	0.001000	0.000206	129.342290	13.346317
2.912000	0.422709	0.031703	0.056220	0.028557	0.001000	0.000205	129.039253	13.332772
2.914000	0.422560	0.031692	0.056200	0.028551	0.001000	0.000205	128.736630	13.319239
2.916000	0.422411	0.031681	0.056181	0.028546	0.001000	0.000205	128.434421	13.305718
2.918000	0.422261	0.031670	0.056161	0.028541	0.001000	0.000204	128.132626	13.292207
2.920000	0.422112	0.031658	0.056141	0.028536	0.001000	0.000204	127.831244	13.278708
2.922000	0.421962	0.031647	0.056121	0.028530	0.001000	0.000203	127.530276	13.265220
2.924000	0.421812	0.031636	0.056101	0.028525	0.001000	0.000203	127.229721	13.251743
2.926000	0.421662	0.031625	0.056081	0.028520	0.001000	0.000203	126.929579	13.238278
2.928000	0.421512	0.031613	0.056061	0.028514	0.001000	0.000202	126.629850	13.224823
2.930000	0.421362	0.031602	0.056041	0.028509	0.001000	0.000202	126.330534	13.211380
2.932000	0.421211	0.031591	0.056021	0.028503	0.001000	0.000201	126.031630	13.197948
2.934000	0.421061	0.031580	0.056001	0.028498	0.001000	0.000201	125.733140	13.184527
2.936000	0.420910	0.031568	0.055981	0.028493	0.001000	0.000201	125.435061	13.171118
2.938000	0.420759	0.031557	0.055961	0.028487	0.001000	0.000200	125.137395	13.157719
2.940000	0.420608	0.031546	0.055941	0.028482	0.001000	0.000200	124.840141	13.144331
2.942000	0.420456	0.031534	0.055921	0.028476	0.001000	0.000199	124.543299	13.130955
2.944000	0.420305	0.031523	0.055901	0.028471	0.001000	0.000199	124.246868	13.117590
2.946000	0.420153	0.031512	0.055880	0.028465	0.001000	0.000199	123.950849	13.104235
2.948000	0.420002	0.031500	0.055860	0.028460	0.001000	0.000198	123.655242	13.090892
2.950000	0.419850	0.031489	0.055840	0.028454	0.001000	0.000198	123.360046	13.077560
2.952000	0.419698	0.031477	0.055820	0.028449	0.001000	0.000198	123.065262	13.064238
2.954000	0.419545	0.031466	0.055800	0.028443	0.001000	0.000197	122.770888	13.050928
2.956000	0.419393	0.031454	0.055779	0.028437	0.001000	0.000197	122.476925	13.037628
2.958000	0.419240	0.031443	0.055759	0.028432	0.001000	0.000196	122.183374	13.024340
2.960000	0.419088	0.031432	0.055739	0.028426	0.001000	0.000196	121.890232	13.011063
2.962000	0.418935	0.031420	0.055718	0.028420	0.001000	0.000196	121.597501	12.997796
2.964000	0.418782	0.031409	0.055698	0.028415	0.001000	0.000195	121.305181	12.984540
2.966000	0.418629	0.031397	0.055678	0.028409	0.001000	0.000195	121.013270	12.971295
2.968000	0.418475	0.031386	0.055657	0.028403	0.001000	0.000194	120.721770	12.958061
2.970000	0.418322	0.031374	0.055637	0.028398	0.001000	0.000194	120.430680	12.944838
2.972000	0.418168	0.031363	0.055616	0.028392	0.001000	0.000194	120.139999	12.931626
2.974000	0.418014	0.031351	0.055596	0.028386	0.001000	0.000193	119.849728	12.918425
2.976000	0.417860	0.031340	0.055575	0.028380	0.001000	0.000193	119.559866	12.905234
2.978000	0.417706	0.031328	0.055555	0.028374	0.001000	0.000192	119.270413	12.892054
2.980000	0.417552	0.031316	0.055534	0.028369	0.001000	0.000192	118.981370	12.878885
2.982000	0.417397	0.031305	0.055514	0.028363	0.001000	0.000192	118.692735	12.865726
2.984000	0.417243	0.031293	0.055493	0.028357	0.001000	0.000191	118.404509	12.852579
2.986000	0.417088	0.031282	0.055473	0.028351	0.001000	0.000191	118.116692	12.839442
2.988000	0.416933	0.031270	0.055452	0.028345	0.001000	0.000191	117.829284	12.826316
2.990000	0.416778	0.031258	0.055431	0.028339	0.001000	0.000190	117.542284	12.813200
2.992000	0.416623	0.031247	0.055411	0.028333	0.001000	0.000190	117.255692	12.800095
2.994000	0.416467	0.031235	0.055390	0.028327	0.001000	0.000189	116.969508	12.787001
2.996000	0.416312	0.031223	0.055369	0.028321	0.001000	0.000189	116.683732	12.773917
2.998000	0.416156	0.031212	0.055349	0.028315	0.001000	0.000189	116.398363	12.760844
3.000000	0.416000	0.031200	0.055328	0.028309	0.001000	0.000188	116.113403	12.747782
3.002000	0.415844	0.031188	0.055307	0.028303	0.001000	0.000188	115.828849	12.734730
3.004000	0.415688	0.031177	0.055286	0.028297	0.001000	0.000187	115.544703	12.721689
3.006000	0.415531	0.031165	0.055266	0.028291	0.001000	0.000187	115.260964	12.708658
3.008000	0.415375	0.031153	0.055245	0.028285	0.001000	0.000187	114.977633	12.695638
3.010000	0.415218	0.031141	0.055224	0.028279	0.001000	0.000186	114.694707	12.682628
3.012000	0.415061	0.031130	0.055203	0.028273	0.001000	0.000186	114.412189	12.669629
3.014000	0.414904	0.031118	0.055182	0.028267	0.001000	0.000186	114.130077	12.656641
3.016000	0.414747	0.031106	0.055161	0.028260	0.001000	0.000185	113.848372	12.643662
3.018000	0.414589	0.031094	0.055140	0.028254	0.001000	0.000185	113.567072	12.630695
3.020000	0.414432	0.031082	0.055119	0.028248	0.001000	0.000184	113.286179	12.617737
3.022000	0.414274	0.031071	0.055098	0.028242	0.001000	0.000184	113.005692	12.604791
3.024000	0.414116	0.031059	0.055077	0.028236	0.001000	0.000184	112.725610	12.591854
3.026000	0.413958	0.031047	0.055056	0.028229	0.001000	0.000183	112.445934	12.578928
3.028000	0.413800	0.031035	0.055035	0.028223	0.001000	0.000183	112.166664	12.566012
3.030000	0.413642	0.031023	0.055014	0.028217	0.001000	0.000183	111.887798	12.553107
3.032000	0.413483	0.031011	0.054993	0.028210	0.001000	0.000182	111.609338	12.540212
3.034000	0.413324	0.030999	0.054972	0.028204	0.001000	0.000182	111.331283	12.527328
3.036000	0.413165	0.030987	0.054951	0.028198	0.001000	0.000181	111.053633	12.514453
3.038000	0.413006	0.030975	0.054930	0.028191	0.001000	0.000181	110.776387	12.501589
3.040000	0.412847	0.030964	0.054909	0.028185	0.001000	0.000181	110.499546	12.488736
3.042000	0.412688	0.030952	0.054887	0.028179	0.001000	0.000180	110.223109	12.475892
3.044000	0.412528	0.030940	0.054866	0.028172	0.001000	0.000180	109.947076	12.463059
3.046000	0.412369	0.030928	0.054845	0.028166	0.001000	0.000180	109.671447	12.450236
3.048000	0.412209	0.030916	0.054824	0.028159	0.001000	0.000179	109.396223	12.437423
3.050000	0.412049	0.030904	0.054802	0.028153	0.001000	0.000179	109.121402	12.424621
3.052000	0.411889	0.030892	0.054781	0.028146	0.001000	0.000179	108.846984	12.411828
3.054000	0.411728	0.030880	0.054760	0.028140	0.001000	0.000178	108.572970	12.399046
3.056000	0.411568	0.030868	0.054738	0.028133	0.001000	0.000178	108.299359	12.386274
3.058000	0.411407	0.030856	0.054717	0.028127	0.001000	0.000177	108.026152	12.373512
3.060000	0.411246	0.030843	0.054696	0.028120	0.001000	0.000177	107.753347	12.360760
3.062000	0.411085	0.030831	0.054674	0.028113	0.001000	0.000177	107.480945	12.348019
3.064000	0.410924	0.030819	0.054653	0.028107	0.001000	0.000176	107.208945	12.335287
3.066000	0.410762	0.030807	0.054631	0.028100	0.001000	0.000176	106.937348	12.322566
3.068000	0.410601	0.030795	0.054610	0.028094	0.001000	0.000176	106.666154	12.309854
3.070000	0.410439	0.030783	0.054588	0.028087	0.001000	0.000175	106.395361	12.297153
3.072000	0.410277	0.030771	0.054567	0.028080	0.001000	0.000175	106.124971	12.284461
3.074000	0.410115	0.030759	0.054545	0.028074	0.001000	0.000175	105.854982	12.271780
3.076000	0.409953	0.030746	0.054524	0.028067	0.001000	0.000174	105.585395	12.259109
3.078000	0.409791	0.030734	0.054502	0.028060	0.001000	0.000174	105.316210	12.246447
3.080000	0.409628	0.030722	0.054481	0.028053	0.001000	0.000173	105.047426	12.233796
3.082000	0.409465	0.030710	0.054459	0.028046	0.001000	0.000173	104.779043	12.221154
3.084000	0.409302	0.030698	0.054437	0.028040	0.001000	0.000173	104.511061	12.208523
3.086000	0.409139	0.030685	0.054416	0.028033	0.001000	0.000172	104.243480	12.195901
3.088000	0.408976	0.030673	0.054394	0.028026	0.001000	0.000172	103.976300	12.183290
